Qf,Time,X,Y,Alpha,Temp(degC)
540,1.5,0,0.9,0.03385898805,36.36816119
540,1.5,0,0.92,0.03385179735,36.36468965
540,1.5,0,0.94,0.03384472743,36.36127486
540,1.5,0,0.96,0.0338377783,36.35791682
540,1.5,0,0.98,0.03383094994,36.35461554
540,1.5,0,1,0.03382424236,36.35137102
540,1.5,0,1.02,0.03381764747,36.34818325
540,1.5,0,1.04,0.03381117278,36.3450521
540,1.5,0,1.06,0.0338048228,36.34197765
540,1.5,0,1.08,0.03379859177,36.33895992
540,1.5,0,1.1,0.03379247968,36.33599889
540,1.5,0,1.12,0.03378648654,36.33309457
540,1.5,0,1.14,0.03378061234,36.33024696
540,1.5,0,1.16,0.0337748571,36.32745606
540,1.5,0,1.18,0.03376922079,36.32472187
540,1.5,0,1.2,0.03376370344,36.32204438
540,1.5,0,1.22,0.03375830503,36.3194236
540,1.5,0,1.24,0.03375302557,36.31685953
540,1.5,0,1.26,0.03374786506,36.31435216
540,1.5,0,1.28,0.03374282349,36.31190151
540,1.5,0,1.3,0.03373790087,36.30950756
540,1.5,0,1.32,0.0337330972,36.30717032
540,1.5,0,1.34,0.03372841247,36.30488978
540,1.5,0,1.36,0.03372384669,36.30266596
540,1.5,0,1.38,0.03371939986,36.30049884
540,1.5,0,1.4,0.03371086303,36.29838843
540,1.5,0,1.42,0.03370677304,36.29633473
540,1.5,0,1.44,0.03370280199,36.29433774
540,1.5,0,1.46,0.03369894989,36.29239745
540,1.5,0,1.48,0.03369521674,36.29051387
540,1.5,0,1.5,0.03369159769,36.288687
540,1.5,0,1.52,0.03368809766,36.28691684
540,1.5,0,1.54,0.03368471813,36.28520327
540,1.5,0,1.56,0.03368145657,36.28354638
540,1.5,0,1.58,0.03367831298,36.28194615
540,1.5,0,1.6,0.03367528735,36.2804026
540,1.5,0,1.62,0.03367237968,36.27891572
540,1.5,0,1.64,0.03366958999,36.27748551
540,1.5,0,1.66,0.03366691825,36.27611197
540,1.5,0,1.68,0.03366436449,36.2747951
540,1.5,0,1.7,0.03366192869,36.27353491
540,1.5,0,1.72,0.03365961086,36.27233139
540,1.5,0,1.74,0.03365741099,36.27118453
540,1.5,0,1.76,0.03365532909,36.27009435
540,1.5,0,1.78,0.03365336515,36.26808401
540,1.5,0,1.8,0.03365151918,36.26716384
540,1.5,0,1.82,0.03364979118,36.26630035
