T_Bottom,Time,X,Y,Temp(degC)
100,2.5,50,0.6,99.84916984
100,2.5,50,0.62,99.84501186
100,2.5,50,0.64,99.84088128
100,2.5,50,0.66,99.83677812
100,2.5,50,0.68,99.83270236
100,2.5,50,0.7,99.82865402
100,2.5,50,0.72,99.82463309
100,2.5,50,0.74,99.82063957
100,2.5,50,0.76,99.81667346
100,2.5,50,0.78,99.81273476
100,2.5,50,0.8,99.80882348
100,2.5,50,0.82,99.8049396
100,2.5,50,0.84,99.80108313
100,2.5,50,0.86,99.79725408
100,2.5,50,0.88,99.79345244
100,2.5,50,0.9,99.78967821
100,2.5,50,0.92,99.78593138
100,2.5,50,0.94,99.78221197
100,2.5,50,0.96,99.77851998
100,2.5,50,0.98,99.77485539
100,2.5,50,1,99.77121821
100,2.5,50,1.02,99.76760845
100,2.5,50,1.04,99.76400537
100,2.5,50,1.06,99.76041896
100,2.5,50,1.08,99.75684922
100,2.5,50,1.1,99.75329614
100,2.5,50,1.12,99.74975973
100,2.5,50,1.14,99.74623998
100,2.5,50,1.16,99.7427369
100,2.5,50,1.18,99.73925049
100,2.5,50,1.2,99.73578074
100,2.5,50,1.22,99.73232766
100,2.5,50,1.24,99.72889124
100,2.5,50,1.26,99.72547149
100,2.5,50,1.28,99.72206841
100,2.5,50,1.3,99.71868199
100,2.5,50,1.32,99.71531224
100,2.5,50,1.34,99.71195915
100,2.5,50,1.36,99.70862273
100,2.5,50,1.38,99.70530298
100,2.5,50,1.4,99.70199989
100,2.5,50,1.42,99.69871346
100,2.5,50,1.44,99.69544371
100,2.5,50,1.46,99.69219062
100,2.5,50,1.48,99.68895419
100,2.5,50,1.5,99.68573443
100,2.5,50,1.52,99.68253134
100,2.5,50,1.54,99.67933725
100,2.5,50,1.56,99.67615519
100,2.5,50,1.58,99.67298518
100,2.5,50,1.6,99.66982719
100,2.5,50,1.62,99.66668125
100,2.5,50,1.64,99.66354734
100,2.5,50,1.66,99.66042547
100,2.5,50,1.68,99.65731564
100,2.5,50,1.7,99.65421784
100,2.5,50,1.72,99.65113209
100,2.5,50,1.74,99.64805836
100,2.5,50,1.76,99.64499668
100,2.5,50,1.78,99.63890942
100,2.5,50,1.8,99.63588384
100,2.5,50,1.82,99.63287031
100,2.5,50,1.84,99.62986881
100,2.5,50,1.86,99.62687934
100,2.5,50,1.88,99.62390192
100,2.5,50,1.9,99.62093653
100,2.5,50,1.92,99.61798317
100,2.5,50,1.94,99.61504186
100,2.5,50,1.96,99.61211258
100,2.5,50,1.98,99.60919534
100,2.5,50,2,99.60629013
100,3,50,0.02,100
100,3,50,0.04,99.99333011
100,3,50,0.06,99.98676668
100,3,50,0.08,99.98030972
100,3,50,0.1,99.97395922
100,3,50,0.12,99.96771519
100,3,50,0.14,99.96157762
100,3,50,0.16,99.95554652
100,3,50,0.18,99.94962188
100,3,50,0.2,99.94380371
100,3,50,0.22,99.93809199
100,3,50,0.24,99.93248675
100,3,50,0.26,99.92698797
100,3,50,0.28,99.92159565
100,3,50,0.3,99.9163098
100,3,50,0.32,99.91113041
100,3,50,0.34,99.90605749
100,3,50,0.36,99.90109103
100,3,50,0.38,99.89623103
100,3,50,0.4,99.8914775
100,3,50,0.42,99.88683043
100,3,50,0.44,99.88228983
100,3,50,0.46,99.8778557
100,3,50,0.48,99.87352802
100,3,50,0.5,99.86930681
100,3,50,0.52,99.86519207
100,3,50,0.54,99.86088926
100,3,50,0.56,99.85661389
100,3,50,0.58,99.85236597
100,3,50,0.6,99.8481455
100,3,50,0.62,99.84395248
100,3,50,0.64,99.8397869
100,3,50,0.66,99.83564877
100,3,50,0.68,99.83153809
100,3,50,0.7,99.82745485
100,3,50,0.72,99.82339907
100,3,50,0.74,99.81937073
100,3,50,0.76,99.81536983
100,3,50,0.78,99.81139639
100,3,50,0.8,99.80745039
100,3,50,0.82,99.80353184
100,3,50,0.84,99.79964074
100,3,50,0.86,99.79577708
100,3,50,0.88,99.79194087
100,3,50,0.9,99.78813211
100,3,50,0.92,99.7843508
100,3,50,0.94,99.78059693
100,3,50,0.96,99.77687051
100,3,50,0.98,99.77317154
100,3,50,1,99.76950002
100,3,50,1.02,99.76585594
100,3,50,1.04,99.7622186
100,3,50,1.06,99.75859799
100,3,50,1.08,99.75499411
100,3,50,1.1,99.75140694
100,3,50,1.12,99.74783651
100,3,50,1.14,99.7442828
100,3,50,1.16,99.74074582
100,3,50,1.18,99.73722556
100,3,50,1.2,99.73372203
100,3,50,1.22,99.73023522
100,3,50,1.24,99.72676514
100,3,50,1.26,99.72331179
100,3,50,1.28,99.71987516
100,3,50,1.3,99.71645526
100,3,50,1.32,99.71305208
100,3,50,1.34,99.70966563
100,3,50,1.36,99.7062959
100,3,50,1.38,99.70294291
100,3,50,1.4,99.69960663
100,3,50,1.42,99.69628708
100,3,50,1.44,99.69298426
100,3,50,1.46,99.68969817
100,3,50,1.48,99.6864288
100,3,50,1.5,99.68317615
100,3,50,1.52,99.67994023
100,3,50,1.54,99.67671339
100,3,50,1.56,99.67349866
100,3,50,1.58,99.67029605
100,3,50,1.6,99.66710556
100,3,50,1.62,99.66392719
100,3,50,1.64,99.66076094
100,3,50,1.66,99.65760681
100,3,50,1.68,99.6544648
100,3,50,1.7,99.65133491
100,3,50,1.72,99.64821714
100,3,50,1.74,99.64511149
100,3,50,1.76,99.64201795
100,3,50,1.78,99.63586724
100,3,50,1.8,99.63281007
100,3,50,1.82,99.62976501
100,3,50,1.84,99.62673208
100,3,50,1.86,99.62371126
100,3,50,1.88,99.62070256
100,3,50,1.9,99.61770598
100,3,50,1.92,99.61472152
100,3,50,1.94,99.61174918
100,3,50,1.96,99.60878896
100,3,50,1.98,99.60584086
100,3,50,2,99.60290488
100,3.5,50,0.02,100
100,3.5,50,0.04,99.99333217
100,3.5,50,0.06,99.98677081
100,3.5,50,0.08,99.98031591
100,3.5,50,0.1,99.97396747
100,3.5,50,0.12,99.96772549
100,3.5,50,0.14,99.96158998
100,3.5,50,0.16,99.95556094
100,3.5,50,0.18,99.94963836
100,3.5,50,0.2,99.94382224
100,3.5,50,0.22,99.93811258
100,3.5,50,0.24,99.93250939
100,3.5,50,0.26,99.92701266
100,3.5,50,0.28,99.9216224
100,3.5,50,0.3,99.9163386
100,3.5,50,0.32,99.91116126
100,3.5,50,0.34,99.90609039
100,3.5,50,0.36,99.90112598
100,3.5,50,0.38,99.89626803
100,3.5,50,0.4,99.89151655
100,3.5,50,0.42,99.88687153
100,3.5,50,0.44,99.88233298
100,3.5,50,0.46,99.87790089
100,3.5,50,0.48,99.87357526
100,3.5,50,0.5,99.8693561
100,3.5,50,0.52,99.8652434
100,3.5,50,0.54,99.86094263
100,3.5,50,0.56,99.8566693
100,3.5,50,0.58,99.85242342
100,3.5,50,0.6,99.84820499
100,3.5,50,0.62,99.844014
100,3.5,50,0.64,99.83985045
100,3.5,50,0.66,99.83571435
100,3.5,50,0.68,99.8316057
100,3.5,50,0.7,99.82752449
100,3.5,50,0.72,99.82347072
100,3.5,50,0.74,99.81944441
100,3.5,50,0.76,99.81544553
100,3.5,50,0.78,99.8114741
100,3.5,50,0.8,99.80753012
100,3.5,50,0.82,99.80361358
100,3.5,50,0.84,99.79972449
100,3.5,50,0.86,99.79586284
100,3.5,50,0.88,99.79202864
100,3.5,50,0.9,99.78822188
100,3.5,50,0.92,99.78444257
100,3.5,50,0.94,99.78069071
100,3.5,50,0.96,99.77696628
100,3.5,50,0.98,99.77326931
100,3.5,50,1,99.76959978
100,3.5,50,1.02,99.76595769
100,3.5,50,1.04,99.76232234
100,3.5,50,1.06,99.75870371
100,3.5,50,1.08,99.75510181
100,3.5,50,1.1,99.75151662
100,3.5,50,1.12,99.74794816
100,3.5,50,1.14,99.74439642
100,3.5,50,1.16,99.74086141
100,3.5,50,1.18,99.73734311
100,3.5,50,1.2,99.73384154
100,3.5,50,1.22,99.73035669
100,3.5,50,1.24,99.72688856
100,3.5,50,1.26,99.72343716
100,3.5,50,1.28,99.72000247
100,3.5,50,1.3,99.71658451
100,3.5,50,1.32,99.71318327
100,3.5,50,1.34,99.70979876
100,3.5,50,1.36,99.70643096
100,3.5,50,1.38,99.70307989
100,3.5,50,1.4,99.69974554
100,3.5,50,1.42,99.69642791
100,3.5,50,1.44,99.69312701
100,3.5,50,1.46,99.68984283
100,3.5,50,1.48,99.68657536
100,3.5,50,1.5,99.68332463
100,3.5,50,1.52,99.68009061
100,3.5,50,1.54,99.67686566
100,3.5,50,1.56,99.67365283
100,3.5,50,1.58,99.67045211
100,3.5,50,1.6,99.6672635
100,3.5,50,1.62,99.66408701
100,3.5,50,1.64,99.66092264
